"s","a","r","sp"
23114,1,-225,23613
23613,1,-225,24113
24113,1,-225,24613
24613,1,-225,25113
25113,7,-225,26113
26113,7,-225,27115
27115,7,-225,28618
28618,7,-225,29621
29621,7,-225,30625
30625,7,-225,31630
31630,7,-225,32635
32635,7,-225,33641
33641,7,-225,34648
34648,7,-225,35655
35655,7,-225,36663
36663,7,-225,37172
37172,7,-225,38181
38181,7,-225,38690
38690,7,-225,39200
39200,7,-225,39710
39710,7,-225,39720
39720,7,-225,39730
39730,7,-225,39740
39740,7,-225,39750
39750,7,-225,39760
39760,7,-225,39770
39770,7,-225,39280
39280,7,-225,38790
38790,7,-225,38299
38299,7,-225,37807
37807,7,-225,37316
37316,7,-225,36824
36824,7,-225,35831
35831,7,-225,35338
35338,7,-225,34845
34845,7,-225,34351
34351,7,-225,33357
33357,7,-225,32862
32862,7,-225,32367
32367,7,-225,31872
31872,7,-225,30876
30876,7,-225,30379
30379,7,-225,29883
29883,7,-225,29386
29386,7,-225,28888
28888,7,-225,28391
28391,7,-225,27892
27892,7,-225,27394
27394,7,-225,26895
26895,7,-225,26396
26396,7,-225,25897
25897,7,-225,25397
25397,7,-225,24897
24897,1,-225,23896
23896,1,-225,22895
22895,1,-225,21892
21892,1,-225,20389
20389,1,-225,19385
19385,1,-225,18381
18381,1,-225,16875
16875,1,-225,15869
15869,1,-225,14862
14862,1,-225,13354
13354,1,-225,11845
11845,1,-225,10835
10835,1,-225,9324
9324,1,-225,8313
8313,1,-225,6800
6800,1,-225,5787
5787,1,-225,4773
4773,1,-225,3759
3759,1,-225,2744
2744,1,-225,2228
2228,1,-225,1712
1712,1,-225,1195
1195,1,-225,679
679,1,-225,662
662,1,-225,646
646,1,-225,1130
1130,1,-225,1614
1614,1,-225,2098
2098,1,-225,2583
2583,1,-225,3068
3068,1,-225,4054
4054,1,-225,4540
4540,1,-225,5026
5026,1,-225,5513
5513,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29509
29509,7,-225,30513
30513,7,-225,31517
31517,7,-225,32523
32523,7,-225,33529
33529,7,-225,35036
35036,7,-225,36044
36044,7,-225,37552
37552,7,-225,38562
38562,7,-225,40072
40072,7,-225,41083
41083,7,-225,42595
42595,7,-225,43608
43608,7,-225,45122
45122,7,-225,46137
46137,7,-225,47152
47152,7,-225,48168
48168,7,-225,48684
48684,7,-225,49201
49201,7,-225,49718
49718,7,-225,49735
49735,7,-225,49752
49752,7,-225,49769
49769,7,-225,49285
49285,7,-225,48802
48802,7,-225,48318
48318,7,-225,47833
47833,7,-225,47349
47349,7,-225,46863
46863,7,-225,45878
45878,7,-225,45391
45391,7,-225,44905
44905,7,-225,44418
44418,7,-225,44431
44431,7,-225,43944
43944,7,-225,43957
43957,7,99775,43970
25343,3,-25,24721
24721,2,-100,24220
24220,3,-25,23719
23719,6,-100,24219
24219,4,0,23718
23718,5,-25,23717
23717,6,-100,24216
24216,1,-225,23716
23716,2,-100,23214
23214,6,-100,23213
23213,7,-225,23712
23712,2,-100,23211
23211,6,-100,23210
23210,2,-100,23209
23209,2,-100,22707
22707,7,-225,23206
23206,5,-25,23204
23204,6,-100,23703
23703,7,-225,23703
23703,5,-25,24202
24202,7,-225,24202
24202,6,-100,24701
24701,3,-25,24701
24701,7,-225,24701
24701,2,-100,24701
24701,4,0,24701
24701,7,-225,25201
25201,6,-100,25201
25201,1,-225,25201
25201,1,-225,24701
24701,2,-100,24701
24701,1,-225,24200
24200,7,-225,24700
24700,6,-100,25200
25200,3,-25,24700
24700,5,-25,25200
25200,7,-225,25701
25701,1,-225,25201
25201,5,-25,25201
25201,3,-25,25201
25201,1,-225,25202
25202,2,-100,24701
24701,2,-100,24701
24701,6,-100,24701
24701,5,-25,25201
25201,1,-225,24701
24701,5,-25,24701
24701,5,-25,25201
25201,6,-100,25701
25701,3,-25,25202
25202,3,-25,25202
25202,7,-225,25702
25702,5,-25,25703
25703,1,-225,25703
25703,3,-25,25204
25204,5,-25,25704
25704,6,-100,25705
25705,4,0,25705
25705,6,-100,26206
26206,3,-25,26207
26207,1,-225,25707
25707,7,-225,26208
26208,5,-25,26209
26209,4,0,26209
26209,5,-25,26210
26210,6,-100,26211
26211,6,-100,26712
26712,3,-25,26213
26213,2,-100,26214
26214,7,-225,26215
26215,1,-225,25716
25716,6,-100,26216
26216,7,-225,26217
26217,3,-25,25718
25718,5,-25,25718
25718,6,-100,26219
26219,4,0,25720
25720,3,-25,25720
25720,1,-225,25220
25220,1,-225,24720
24720,6,-100,24720
24720,6,-100,24720
24720,2,-100,24220
24220,7,-225,24719
24719,6,-100,24719
24719,3,-25,24219
24219,2,-100,24218
24218,2,-100,23717
23717,7,-225,23716
23716,4,0,23715
23715,3,-25,23214
23214,7,-225,23713
23713,3,-25,23212
23212,6,-100,23711
23711,6,-100,23710
23710,2,-100,23209
23209,1,-225,23208
23208,4,0,22706
22706,5,-25,23205
23205,6,-100,23204
23204,6,-100,23703
23703,3,-25,23702
23702,3,-25,23701
23701,2,-100,23200
23200,1,-225,22699
22699,5,-25,23197
23197,7,-225,23696
23696,3,-25,23695
23695,6,-100,23695
23695,4,0,24194
24194,7,-225,24194
24194,3,-25,24193
24193,6,-100,24693
24693,5,-25,25193
25193,6,-100,25694
25694,2,-100,25194
25194,1,-225,25194
25194,1,-225,25194
25194,1,-225,24694
24694,4,0,24694
24694,1,-225,24694
24694,4,0,24694
24694,4,0,24694
24694,3,-25,24694
24694,1,-225,24694
24694,4,0,24693
24693,2,-100,24693
24693,5,-25,24693
24693,4,0,25193
25193,7,-225,25694
25694,5,-25,25694
25694,5,-25,26195
26195,5,-25,26196
26196,3,-25,26197
26197,2,-100,26197
26197,3,-25,25698
25698,7,-225,26199
26199,3,-25,26200
26200,1,-225,26201
26201,5,-25,26201
26201,5,-25,26202
26202,7,-225,26704
26704,2,-100,26205
26205,7,-225,26706
26706,6,-100,27207
27207,1,-225,26708
26708,6,-100,27210
27210,7,-225,27211
27211,6,-100,27713
27713,4,0,27215
27215,3,-25,27216
27216,4,0,27218
27218,3,-25,26719
26719,3,-25,26220
26220,2,-100,25720
25720,3,-25,25721
25721,2,-100,25221
25221,7,-225,25221
25221,7,-225,25221
25221,3,-25,25221
25221,5,-25,25222
25222,2,-100,24721
24721,2,-100,24221
24221,3,-25,23720
23720,6,-100,23719
23719,2,-100,23218
23218,2,-100,22716
22716,6,-100,23215
23215,4,0,23214
23214,1,-225,22712
22712,5,-25,22711
22711,5,-25,22709
22709,7,-225,23208
23208,5,-25,23207
23207,1,-225,22705
22705,1,-225,22703
22703,2,-100,22201
22201,4,0,22200
22200,2,-100,21698
21698,2,-100,21695
21695,2,-100,21693
21693,4,0,21691
21691,2,-100,21688
21688,6,-100,22186
22186,2,-100,21684
21684,5,-25,22182
22182,2,-100,22180
22180,4,0,22179
22179,1,-225,22177
22177,4,0,22675
22675,3,-25,22674
22674,6,-100,23673
23673,2,-100,23672
23672,4,0,23671
23671,1,-225,23670
23670,6,-100,24670
24670,4,0,25170
25170,3,-25,25170
25170,3,-25,25171
25171,3,-25,25671
25671,6,-100,26172
26172,2,-100,26173
26173,4,0,26674
26674,5,-25,27176
27176,1,-225,27177
27177,7,-225,27679
27679,2,-100,27681
27681,1,-225,27683
27683,3,-25,27685
27685,3,-25,27687
27687,4,0,28189
28189,2,-100,27691
27691,4,0,28193
28193,5,-25,28195
28195,6,-100,28698
28698,7,-225,29200
29200,2,-100,28703
28703,5,-25,29206
29206,7,-225,29209
29209,6,-100,29712
29712,4,0,29715
29715,4,0,29218
29218,5,-25,29221
29221,3,-25,29224
29224,4,0,28727
28727,5,-25,28729
28729,1,-225,28232
28232,5,-25,28234
28234,3,-25,27736
27736,5,-25,27237
27237,2,-100,26739
26739,4,0,26240
26240,2,-100,25740
25740,5,-25,25741
25741,5,-25,25241
25241,4,0,24741
24741,1,-225,24240
24240,1,-225,23739
23739,3,-25,23238
23238,6,-100,22736
22736,7,-225,22735
22735,7,-225,22734
22734,6,-100,22732
22732,3,-25,22731
22731,6,-100,22729
22729,5,-25,22227
22227,7,-225,22726
22726,6,-100,22724
22724,4,0,22222
22222,1,-225,21720
21720,2,-100,21218
21218,7,-225,21715
21715,4,0,21213
21213,6,-100,21711
21711,7,-225,21709
21709,7,-225,22207
22207,4,0,22205
22205,3,-25,22203
22203,1,-225,21701
21701,2,-100,21698
21698,1,-225,21196
21196,4,0,21193
21193,4,0,21191
21191,7,-225,21689
21689,2,-100,21686
21686,7,-225,22185
22185,5,-25,22683
22683,5,-25,23182
23182,3,-25,23181
23181,5,-25,23680
23680,7,-225,24179
24179,5,-25,24679
24679,7,-225,25179
25179,1,-225,25179
25179,6,-100,25680
25680,1,-225,25680
25680,6,-100,26181
26181,1,-225,26182
26182,5,-25,26683
26683,5,-25,27185
27185,5,-25,27186
27186,7,-225,27688
27688,7,-225,28191
28191,6,-100,28693
28693,2,-100,28696
28696,4,0,28699
28699,5,-25,29201
29201,3,-25,28704
28704,4,0,28707
28707,3,-25,28709
28709,7,-225,29212
29212,2,-100,28715
28715,6,-100,28717
28717,7,-225,29220
29220,7,-225,29223
29223,7,-225,29226
29226,6,-100,29229
29229,5,-25,29232
29232,6,-100,29235
29235,1,-225,28737
28737,1,-225,28240
28240,6,-100,27742
27742,6,-100,27744
27744,1,-225,27245
27245,5,-25,26746
26746,7,-225,26748
26748,4,0,26248
26248,2,-100,25749
25749,3,-25,24749
24749,1,-225,24248
24248,6,-100,24248
24248,6,-100,23747
23747,7,-225,23746
23746,2,-100,23245
23245,5,-25,22743
22743,4,0,22241
22241,7,-225,22239
22239,5,-25,22237
22237,4,0,21735
21735,6,-100,21733
21733,1,-225,21230
21230,7,-225,21227
21227,7,-225,21225
21225,5,-25,21222
21222,6,-100,21220
21220,3,-25,20717
20717,3,-25,20714
20714,4,0,20711
20711,1,-225,20208
20208,7,-225,20205
20205,4,0,20201
20201,4,0,20698
20698,1,-225,20195
20195,2,-100,20192
20192,7,-225,20689
20689,7,-225,21186
21186,1,-225,20683
20683,1,-225,20680
20680,6,-100,21178
21178,6,-100,21676
21676,2,-100,21674
21674,6,-100,22672
22672,7,-225,23171
23171,7,-225,23670
23670,6,-100,24670
24670,7,-225,25170
25170,2,-100,25171
25171,4,0,25671
25671,6,-100,26172
26172,4,0,26673
26673,1,-225,26675
26675,3,-25,27176
27176,3,-25,27177
27177,6,-100,27679
27679,3,-25,27681
27681,4,0,28183
28183,7,-225,28686
28686,6,-100,29189
29189,3,-25,29192
29192,6,-100,29695
29695,4,0,29698
29698,6,-100,30202
30202,5,-25,30206
30206,6,-100,30709
30709,6,-100,30714
30714,6,-100,31218
31218,5,-25,31222
31222,1,-225,30726
30726,1,-225,30229
30229,1,-225,29733
29733,3,-25,29235
29235,3,-25,28738
28738,4,0,28240
28240,5,-25,28242
28242,4,0,27744
27744,1,-225,26745
26745,5,-25,26746
26746,4,0,26247
26247,1,-225,25248
25248,3,-25,24747
24747,5,-25,24747
24747,7,-225,24247
24247,3,-25,23746
23746,2,-100,23245
23245,5,-25,22743
22743,6,-100,22742
22742,7,-225,22740
22740,4,0,22238
22238,7,-225,22236
22236,7,-225,22234
22234,4,0,21732
21732,5,-25,21730
21730,7,-225,21728
21728,1,-225,21225
21225,7,-225,21223
21223,7,-225,21220
21220,3,-25,21218
21218,2,-100,20715
20715,2,-100,20211
20211,5,-25,20208
20208,4,0,20205
20205,2,-100,19702
19702,4,0,20198
20198,7,-225,20195
20195,3,-25,20192
20192,2,-100,20189
20189,6,-100,20686
20686,7,-225,21183
21183,1,-225,21180
21180,4,0,21178
21178,2,-100,21175
21175,6,-100,21673
21673,6,-100,22672
22672,2,-100,22670
22670,6,-100,23169
23169,2,-100,23168
23168,6,-100,24167
24167,3,-25,24167
24167,5,-25,24667
24667,5,-25,25667
25667,6,-100,26168
26168,1,-225,26169
26169,3,-25,26670
26670,3,-25,26671
26671,1,-225,26672
26672,4,0,27174
27174,7,-225,27676
27676,3,-25,27678
27678,4,0,28180
28180,5,-25,28683
28683,7,-225,29185
29185,4,0,29188
29188,1,-225,29191
29191,4,0,29194
29194,2,-100,29197
29197,7,-225,29700
29700,3,-25,29703
29703,4,0,29707
29707,3,-25,29210
29210,3,-25,29212
29212,5,-25,29215
29215,3,-25,28718
28718,4,0,28721
28721,6,-100,28723
28723,6,-100,29226
29226,3,-25,28729
28729,7,-225,28731
28731,3,-25,28233
28233,6,-100,28236
28236,4,0,27738
27738,3,-25,27239
27239,2,-100,26741
26741,5,-25,26742
26742,4,0,26242
26242,3,-25,25743
25743,4,0,25243
25243,5,-25,24743
24743,7,-225,24743
24743,7,-225,24743
24743,5,-25,24742
24742,5,-25,24242
24242,6,-100,24241
24241,3,-25,23740
23740,2,-100,22739
22739,4,0,22737
22737,2,-100,21735
21735,6,-100,21733
21733,7,-225,21731
21731,7,-225,21729
21729,3,-25,21727
21727,1,-225,21224
21224,1,-225,20221
20221,7,-225,20718
20718,5,-25,20715
20715,7,-225,20712
20712,2,-100,20209
20209,1,-225,20206
20206,7,-225,20202
20202,1,-225,20199
20199,7,-225,20196
20196,2,-100,20193
20193,6,-100,20690
20690,5,-25,21187
21187,2,-100,20684
20684,3,-25,20682
20682,3,-25,21179
21179,4,0,21176
21176,3,-25,21174
21174,7,-225,22172
22172,6,-100,22670
22670,2,-100,22669
22669,5,-25,23168
23168,3,-25,23667
23667,5,-25,24166
24166,5,-25,24666
24666,1,-225,24666
24666,5,-25,25166
25166,5,-25,25667
25667,1,-225,26168
26168,6,-100,26669
25343,3,-25,24693
24693,3,-25,24693
24693,3,-25,24693
24693,3,-25,24693
24693,3,-25,24693
24693,3,-25,24693
24693,3,-25,24693
24693,3,-25,24693
24693,3,-25,24692
24692,3,-25,24692
24692,3,-25,24692
24692,3,-25,24692
24692,3,-25,24691
24691,3,-25,24691
24691,3,-25,24691
24691,3,-25,24691
24691,3,-25,24690
24690,3,-25,24690
24690,3,-25,24690
24690,3,-25,24690
24690,3,-25,24689
24689,3,-25,24689
24689,3,-25,24689
24689,3,-25,24689
24689,3,-25,24688
24688,3,-25,24688
24688,3,-25,24688
24688,3,-25,24688
24688,3,-25,24688
24688,3,-25,24687
24687,3,-25,24687
24687,3,-25,24687
24687,3,-25,24687
24687,3,-25,24687
24687,3,-25,24687
24687,3,-25,24687
24687,3,-25,25187
25187,5,-25,25187
25187,5,-25,25688
25688,5,-25,26189
26189,5,-25,26189
26189,5,-25,26691
26691,5,-25,27192
27192,5,-25,27194
27194,5,-25,27695
27695,5,-25,27697
27697,5,-25,28200
28200,5,-25,28202
28202,5,-25,28704
28704,5,-25,28707
28707,5,-25,28709
28709,5,-25,28712
28712,5,-25,29215
29215,5,-25,29218
29218,5,-25,29220
29220,5,-25,29223
29223,5,-25,29226
29226,5,-25,28729
28729,5,-25,28731
28731,5,-25,28734
28734,5,-25,28736
28736,5,-25,28239
28239,5,-25,28241
28241,5,-25,27743
27743,5,-25,27745
27745,5,-25,27247
27247,5,-25,27248
27248,5,-25,26749
26749,5,-25,26750
26750,5,-25,26251
26251,5,-25,25752
25752,5,-25,25752
25752,5,-25,25253
25253,5,-25,24753
24753,3,-25,24252
24252,3,-25,23751
23751,3,-25,22750
22750,3,-25,22248
22248,3,-25,21746
21746,3,-25,21243
21243,3,-25,20740
20740,3,-25,20237
20237,3,-25,19733
19733,3,-25,19229
19229,3,-25,18724
18724,3,-25,18220
18220,3,-25,17715
17715,3,-25,17710
17710,3,-25,17205
17205,3,-25,17200
17200,3,-25,17194
17194,3,-25,17189
17189,3,-25,17184
17184,3,-25,17178
17178,3,-25,17173
17173,3,-25,17668
17668,3,-25,17663
17663,3,-25,18158
18158,3,-25,18154
18154,3,-25,18650
18650,3,-25,19146
19146,3,-25,19642
19642,3,-25,20139
20139,3,-25,20636
20636,3,-25,21133
21133,3,-25,21631
21631,3,-25,22129
22129,3,-25,22627
22627,3,-25,23126
23126,3,-25,23625
23625,3,-25,24625
24625,3,-25,25125
25125,5,-25,26126
26126,5,-25,26627
26627,5,-25,27629
27629,5,-25,28632
28632,5,-25,29635
29635,5,-25,30139
30139,5,-25,31143
31143,5,-25,32148
32148,5,-25,32653
32653,5,-25,33659
33659,5,-25,34165
34165,5,-25,34672
34672,5,-25,35179
35179,5,-25,35686
35686,5,-25,36194
36194,5,-25,36202
36202,5,-25,36710
36710,5,-25,36718
36718,5,-25,36726
36726,5,-25,36733
36733,5,-25,36241
36241,5,-25,36249
36249,5,-25,35756
35756,5,-25,35764
35764,5,-25,35271
35271,5,-25,34777
34777,5,-25,34283
34283,5,-25,33289
33289,5,-25,32794
32794,5,-25,32299
32299,5,-25,31304
31304,5,-25,30808
30808,5,-25,30311
30311,5,-25,29314
29314,5,-25,28817
28817,5,-25,27819
27819,5,-25,27320
27320,5,-25,26321
26321,5,-25,25321
25321,5,-25,24821
24821,3,-25,23820
23820,3,-25,22818
22818,3,-25,21316
21316,3,-25,20313
20313,3,-25,19309
19309,3,-25,18304
18304,3,-25,17299
17299,3,-25,16293
16293,3,-25,15286
15286,3,-25,14279
14279,3,-25,13271
13271,3,-25,12763
12763,3,-25,11754
11754,3,-25,11244
11244,3,-25,10734
10734,3,-25,10224
10224,3,-25,9714
9714,3,-25,9703
9703,3,-25,9192
9192,3,-25,9182
9182,3,-25,9171
9171,3,-25,9661
9661,3,-25,9650
9650,3,-25,10140
10140,3,-25,10631
10631,3,-25,11121
11121,3,-25,12112
12112,3,-25,12604
12604,3,-25,13096
13096,3,-25,14089
14089,3,-25,14582
14582,3,-25,15576
15576,3,-25,16570
16570,3,-25,17064
17064,3,-25,18060
18060,3,-25,18556
18556,3,-25,19552
19552,3,-25,20549
20549,3,-25,21046
21046,3,-25,22044
22044,3,-25,22543
22543,3,-25,23542
23542,3,-25,24042
24042,3,-25,25042
25042,5,-25,26043
26043,5,-25,27044
27044,5,-25,28046
28046,5,-25,29049
29049,5,-25,30553
30553,5,-25,31558
31558,5,-25,32563
32563,5,-25,33569
33569,5,-25,35076
35076,5,-25,36084
36084,5,-25,37092
37092,5,-25,38101
38101,5,-25,39111
39111,5,-25,40122
40122,5,-25,41133
41133,5,-25,42145
42145,5,-25,42657
42657,5,-25,43670
43670,5,-25,44183
44183,5,-25,44696
44696,5,-25,44710
44710,5,-25,44723
44723,5,-25,44737
44737,5,-25,44751
44751,5,-25,44264
44264,5,-25,43777
43777,5,-25,43289
43289,5,-25,42801
42801,5,-25,42313
42313,5,-25,41324
41324,5,-25,40835
40835,5,-25,39845
39845,5,-25,38855
38855,5,-25,38364
38364,5,-25,37372
37372,5,-25,36880
36880,5,-25,35887
35887,5,-25,35394
35394,5,-25,34901
34901,5,-25,33907
33907,5,-25,33413
33413,5,-25,32918
32918,5,-25,32423
32423,5,-25,32428
32428,5,-25,31933
31933,5,-25,31437
31437,5,-25,31441
31441,5,-25,30945
30945,5,-25,30949
30949,5,-25,30453
30453,5,-25,30456
30456,5,-25,30460
30460,5,99975,30463
25343,1,-225,24692
24692,1,-225,24692
24692,1,-225,24192
24192,1,-225,24191
24191,1,-225,24191
24191,1,-225,23690
23690,1,-225,23689
23689,1,-225,23688
23688,1,-225,23687
23687,1,-225,23186
23186,1,-225,23185
23185,1,-225,23183
23183,1,-225,23182
23182,1,-225,23181
23181,1,-225,22679
22679,1,-225,22678
22678,1,-225,22677
22677,1,-225,22675
22675,1,-225,22674
22674,1,-225,22672
22672,1,-225,22671
22671,1,-225,22669
22669,1,-225,23168
23168,1,-225,23167
23167,1,-225,23165
23165,1,-225,23164
23164,1,-225,23163
23163,1,-225,23662
23662,1,-225,23661
23661,1,-225,23660
23660,1,-225,23660
23660,1,-225,24159
24159,1,-225,24158
24158,1,-225,24158
24158,1,-225,24658
24658,1,-225,24658
24658,1,-225,24657
24657,1,-225,25158
25158,7,-225,25658
25658,7,-225,26659
26659,7,-225,27661
27661,7,-225,28163
28163,7,-225,29166
29166,7,-225,29669
29669,7,-225,30173
30173,7,-225,31177
31177,7,-225,31682
31682,7,-225,32187
32187,7,-225,32692
32692,7,-225,33198
33198,7,-225,33704
33704,7,-225,34210
34210,7,-225,34216
34216,7,-225,34223
34223,7,-225,34729
34729,7,-225,34736
34736,7,-225,34743
34743,7,-225,34749
34749,7,-225,34256
34256,7,-225,34262
34262,7,-225,33768
33768,7,-225,33774
33774,7,-225,33280
33280,7,-225,32785
32785,7,-225,32290
32290,7,-225,31795
31795,7,-225,31299
31299,7,-225,30803
30803,7,-225,30307
30307,7,-225,29810
29810,7,-225,29313
29313,7,-225,28815
28815,7,-225,28318
28318,7,-225,27319
27319,7,-225,26820
26820,7,-225,26321
26321,7,-225,25822
25822,7,-225,24822
24822,1,-225,23821
23821,1,-225,22319
22319,1,-225,21316
21316,1,-225,19813
19813,1,-225,18809
18809,1,-225,17804
17804,1,-225,16298
16298,1,-225,15291
15291,1,-225,14284
14284,1,-225,13275
13275,1,-225,12267
12267,1,-225,11257
11257,1,-225,10247
10247,1,-225,9236
9236,1,-225,8725
8725,1,-225,8214
8214,1,-225,7702
7702,1,-225,7690
7690,1,-225,7178
7178,1,-225,7166
7166,1,-225,7154
7154,1,-225,7642
7642,1,-225,7630
7630,1,-225,8119
8119,1,-225,8608
8608,1,-225,9097
9097,1,-225,9587
9587,1,-225,10577
10577,1,-225,11068
11068,1,-225,11559
11559,1,-225,12550
12550,1,-225,13042
13042,1,-225,13534
13534,1,-225,14027
14027,1,-225,14520
14520,1,-225,15013
15013,1,-225,15507
15507,1,-225,16001
16001,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29509
29509,7,-225,30513
30513,7,-225,31517
31517,7,-225,32523
32523,7,-225,33529
33529,7,-225,35036
35036,7,-225,36044
36044,7,-225,37552
37552,7,-225,38562
38562,7,-225,40072
40072,7,-225,41083
41083,7,-225,42595
42595,7,-225,43608
43608,7,-225,45122
45122,7,-225,46137
46137,7,-225,47152
47152,7,-225,48168
48168,7,-225,48684
48684,7,-225,49201
49201,7,-225,49718
49718,7,-225,49735
49735,7,-225,49752
49752,7,-225,49769
49769,7,-225,49285
49285,7,-225,48802
48802,7,-225,48318
48318,7,-225,47833
47833,7,-225,47349
47349,7,-225,46863
46863,7,-225,45878
45878,7,-225,45391
45391,7,-225,44905
44905,7,-225,44418
44418,7,-225,44431
44431,7,-225,43944
43944,7,-225,43957
43957,7,99775,43970
25343,3,-25,24694
24694,3,-25,24694
24694,3,-25,24694
24694,3,-25,24694
24694,3,-25,24694
24694,3,-25,24694
24694,3,-25,24693
24693,3,-25,24693
24693,3,-25,24693
24693,3,-25,24693
24693,3,-25,24692
24692,3,-25,24692
24692,3,-25,24692
24692,3,-25,24691
24691,3,-25,24691
24691,3,-25,24191
24191,3,-25,24190
24190,3,-25,24190
24190,3,-25,24190
24190,3,-25,24189
24189,3,-25,24189
24189,3,-25,24689
24689,3,-25,24688
24688,3,-25,24688
24688,3,-25,24688
24688,3,-25,24687
24687,3,-25,24687
24687,3,-25,24687
24687,3,-25,24687
24687,3,-25,24687
24687,3,-25,24686
24686,3,-25,24686
24686,3,-25,24686
24686,3,-25,24686
24686,3,-25,24686
24686,3,-25,24686
24686,3,-25,25186
25186,5,-25,25186
25186,5,-25,25687
25687,5,-25,26188
26188,5,-25,26189
26189,5,-25,26690
26690,5,-25,27191
27191,5,-25,27193
27193,5,-25,27695
27695,5,-25,27697
27697,5,-25,28199
28199,5,-25,28201
28201,5,-25,28704
28704,5,-25,28706
28706,5,-25,28709
28709,5,-25,29212
29212,5,-25,29215
29215,5,-25,29218
29218,5,-25,29221
29221,5,-25,29223
29223,5,-25,29226
29226,5,-25,29229
29229,5,-25,28732
28732,5,-25,28734
28734,5,-25,28737
28737,5,-25,28739
28739,5,-25,28242
28242,5,-25,28244
28244,5,-25,27746
27746,5,-25,27747
27747,5,-25,27249
27249,5,-25,26750
26750,5,-25,26751
26751,5,-25,26252
26252,5,-25,25753
25753,5,-25,25753
25753,5,-25,25254
25254,5,-25,24754
24754,3,-25,24253
24253,3,-25,23752
23752,3,-25,22751
22751,3,-25,22249
22249,3,-25,21747
21747,3,-25,21244
21244,3,-25,20741
20741,3,-25,19737
19737,3,-25,19234
19234,3,-25,18730
18730,3,-25,18725
18725,3,-25,18220
18220,3,-25,17716
17716,3,-25,17711
17711,3,-25,17205
17205,3,-25,17200
17200,3,-25,17195
17195,3,-25,17189
17189,3,-25,17184
17184,3,-25,17178
17178,3,-25,17173
17173,3,-25,17168
17168,3,-25,17663
17663,3,-25,17658
17658,3,-25,18153
18153,3,-25,18649
18649,3,-25,19145
19145,3,-25,19641
19641,3,-25,19638
19638,3,-25,20135
20135,3,-25,21132
21132,3,-25,21630
21630,3,-25,22128
22128,3,-25,22626
22626,3,-25,23125
23125,3,-25,23624
23624,3,-25,24624
24624,3,-25,25124
25124,5,-25,26125
26125,5,-25,26626
26626,5,-25,27628
27628,5,-25,28631
28631,5,-25,29634
29634,5,-25,30638
30638,5,-25,31142
31142,5,-25,32147
32147,5,-25,32652
32652,5,-25,33658
33658,5,-25,34164
34164,5,-25,34671
34671,5,-25,35178
35178,5,-25,35686
35686,5,-25,36193
36193,5,-25,36201
36201,5,-25,36709
36709,5,-25,36717
36717,5,-25,36725
36725,5,-25,36733
36733,5,-25,36741
36741,5,-25,36249
36249,5,-25,36256
36256,5,-25,35764
35764,5,-25,35271
35271,5,-25,34777
34777,5,-25,34284
34284,5,-25,33790
33790,5,-25,32795
32795,5,-25,32300
32300,5,-25,31805
31805,5,-25,30809
30809,5,-25,30312
30312,5,-25,29315
29315,5,-25,28818
28818,5,-25,27820
27820,5,-25,27321
27321,5,-25,26322
26322,5,-25,25822
25822,5,-25,24822
24822,3,-25,23821
23821,3,-25,22820
22820,3,-25,21817
21817,3,-25,20314
20314,3,-25,19310
19310,3,-25,18306
18306,3,-25,17301
17301,3,-25,16295
16295,3,-25,15288
15288,3,-25,14281
14281,3,-25,13273
13273,3,-25,12764
12764,3,-25,11755
11755,3,-25,11246
11246,3,-25,10736
10736,3,-25,10226
10226,3,-25,9715
9715,3,-25,9205
9205,3,-25,9194
9194,3,-25,9183
9183,3,-25,9172
9172,3,-25,9162
9162,3,-25,9651
9651,3,-25,10141
10141,3,-25,10631
10631,3,-25,11122
11122,3,-25,11613
11613,3,-25,12104
12104,3,-25,13096
13096,3,-25,13589
13589,3,-25,14582
14582,3,-25,15575
15575,3,-25,16069
16069,3,-25,17064
17064,3,-25,17559
17559,3,-25,18555
18555,3,-25,19551
19551,3,-25,20048
20048,3,-25,21045
21045,3,-25,21543
21543,3,-25,22541
22541,3,-25,23040
23040,3,-25,24040
24040,3,-25,24540
24540,3,-25,25540
25540,5,-25,26541
26541,5,-25,27543
27543,5,-25,28546
28546,5,-25,29549
29549,5,-25,31053
31053,5,-25,32058
32058,5,-25,33064
33064,5,-25,34070
34070,5,-25,35578
35578,5,-25,36586
36586,5,-25,37594
37594,5,-25,38604
38604,5,-25,39614
39614,5,-25,40625
40625,5,-25,41636
41636,5,-25,42648
42648,5,-25,43161
43161,5,-25,43674
43674,5,-25,44187
44187,5,-25,44701
44701,5,-25,45214
45214,5,-25,45228
45228,5,-25,44742
44742,5,-25,44755
44755,5,-25,44269
44269,5,-25,43782
43782,5,-25,43294
43294,5,-25,42806
42806,5,-25,41818
41818,5,-25,41329
41329,5,-25,40339
40339,5,-25,39849
39849,5,-25,38859
38859,5,-25,38368
38368,5,-25,37376
37376,5,-25,36884
36884,5,-25,35891
35891,5,-25,35398
35398,5,-25,34905
34905,5,-25,33911
33911,5,-25,33417
33417,5,-25,32922
32922,5,-25,32927
32927,5,-25,32432
32432,5,-25,31937
